Date,Headline
2021-02-01,BP sells $2.6bn stake in Oman gas block to Thailand’s PTT. US shale oil: can a leaner industry ever lure back investors?. Labour demands ban on North Sea gas flaring
2021-02-02,Big Oil hit by record losses from pandemic and clean fuel. Exxon/climate change: feeling the heat. BP: mean green. ExxonMobil reports $22bn annual loss. Mexico holds the line on its oil bet amid mixed returns. BP reports first annual loss in a decade. US oil and gas fears end of the line for big pipe projects
2021-02-03,Lex letter from New York: green envy
2021-02-04,Corporate Europe take heed: climate lawsuits are coming. Shell defies earnings plunge with raised dividend. Climate change’s bogeyman isn’t only big oil
2021-02-05,Corporate Europe take heed: climate lawsuits are coming. Shell defies earnings plunge with raised dividend. Climate change’s bogeyman isn’t only big oil
2021-02-06,Corporate Europe take heed: climate lawsuits are coming. Shell defies earnings plunge with raised dividend. Climate change’s bogeyman isn’t only big oil
2021-02-07,Mexico’s dangerous addiction to fossil fuels
2021-02-08,Oil hits $60 for first time in a year as supply cuts outweigh lockdowns. Oil majors join scramble for offshore wind rights in England and Wales. Argentina’s largest oil group swerves $6.2bn debt default. US Democrats fear ill wind from Biden’s climate policies in oil states. Big Oil’s huge losses raise prospect of mega mergers
2021-02-09,"Chesapeake Energy emerges from bankruptcy. Total: brand on the run. The environmental cost of state oil company success. Total reports $7.2bn loss but keeps dividend. Qatar warns of gas price spikes as it forges ahead with expansion. How Biden should meet his promise to cut fossil fuel emissions. EU wants Big Tech to pay for news, SoftBank Vision Fund gains"
2021-02-10,Australia faces fuel security challenge as refineries close
2021-02-11,Royal Dutch Shell: all things to all people. Petrostates face worrying cash crunch. Shell announces new emissions goals as it aims to go net zero by 2050
2021-02-12,Shell can be sued in London over alleged Nigerian pollution. Russia’s Sibur keeps IPO on hold in export push
2021-02-13,Arctic blast triggers power squeeze in energy-rich Texas
2021-02-14,Can the pound maintain its rally despite the hit from lockdown?
2021-02-15,Blackouts spread beyond Texas as frigid weather knocks out power plants
2021-02-16,Commodity boom: supercycle me. Oil ‘supercycle’ predictions divide veteran traders
2021-02-17,Oil and gas industry in Texas buckles under strain of Arctic blast. Texans demand answers after dramatic collapse in power supply. Total chief warns of renewable energy bubble. Texas struggles to restore power to millions during Arctic blast
2021-02-18,"Freezing in Texas: what went wrong?. Facebook news ban, Texas oil, China’s digital currency"
2021-02-19,"Italy’s Eni swings to annual loss after oil price collapse. Macron’s vaccine hope, GameStop hearing, US Treasuries tumble"
2021-02-20,Brazil’s Bolsonaro intervenes to oust Petrobras chief
2021-02-21,Brazil’s Bolsonaro intervenes to oust Petrobras chief
2021-02-22,Brazilian markets rattled by Bolsonaro’s removal of Petrobras chief. US oil to join North Sea crude price basket. Texas deep freeze lifts profits at gas trader Macquarie
2021-02-23,What we’ve learned from the Texas freeze. Oil group Petrobras plunged into turmoil after CEO’s dismissal
2021-02-24,Exxon offloads North Sea assets
2021-02-25,Natural gas suppliers face criticism over Texas power crisis. Ousted Petrobras chief hits back at Bolsonaro. Petrobras/Bolsonaro: bossa boots. Biden’s interior secretary pick makes inroads with the oil sector. Drax drops plan to build Europe’s biggest gas plant
2021-02-26,"Ahmed Zaki Yamani, Saudi oil minister, 1930-2021. Nigerian armed militants kidnap 317 schoolgirls. Enron corner-cutting spirit lives on in Texas"
2021-02-27,Climate graphic of the week: shipping routes behind Mediterranean oil spill
2021-02-28,Shareholders push SEC for tougher climate regime for US oil
2021-03-01,Exxon adds two board directors in wake of activist pressure
2021-03-02,How Jennifer Granholm will reshape the US Department of Energy
2021-03-03,Energy is the spark that blows up López Obrador’s Mexico plans. Exxon vs activists: can disenchanted investors force change?
2021-03-04,Oil jumps as Opec and allies decide against big rise in output. What we learned from ExxonMobil’s investor day
2021-03-05,Oil jumps as Opec and allies decide against big rise in output. What we learned from ExxonMobil’s investor day
2021-03-06,Oil jumps as Opec and allies decide against big rise in output. What we learned from ExxonMobil’s investor day
2021-03-07,Oil jumps as Opec and allies decide against big rise in output. What we learned from ExxonMobil’s investor day
2021-03-08,Oil price rises above $70 after attacks on Saudi oil facilities. The race to scale up green hydrogen
2021-03-09,"Chevron sets target of ‘higher returns, lower carbon’. China becomes global player in refined crude oil industry. What you need to know about Democrats’ new energy legislation. Cairn sells UK assets in further changing of the North Sea guard"
2021-03-10,Pierre Andurand’s hedge fund rides commodity rally for early 2021 gain. Tullow Oil raises hopes on refinancing deal
2021-03-11,Mexican court puts electricity market overhaul on hold. Glencore chairman Tony Hayward to step down next year. Biden’s clean energy plans will make Texas oil more competitive. Local power networks face prospect of slashed returns. Shell appoints former BHP chief Mackenzie as chairman
2021-03-12,Want a greener world? Don’t dump oil stocks
2021-03-13,Nigerian pirates rampage across west African waters. Oil sector revival has producers eyeing boom times
2021-03-14,Nigerian pirates rampage across west African waters. Oil sector revival has producers eyeing boom times
2021-03-15,Nigerian pirates rampage across west African waters. Oil sector revival has producers eyeing boom times
2021-03-16,"Chevron accused of ‘greenwashing’ in complaint lodged with FTC. Fossil fuel demand set for rapid decline, IRENA says. Wood sets aside extra $151m to settle corruption probes. Oil price rally tests drilling discipline in US shale industry. North Sea oil and gas groups cut investment by £3bn"
2021-03-17,"Shell and Eni cleared of corruption over Nigeria oil deal. US warns China it will enforce sanctions on Iran oil shipments. IEA pushes back against Wall Street calls for oil ‘supercycle’. Readers divided over divesting fossil fuel stocks. EU Covid travel certificate, US-EU decoupling, NatWest charges"
2021-03-18,Hydrogen: what industry insiders think of the ‘fuel of the future’
2021-03-19,Oil suffers biggest weekly drop since October on demand worries
2021-03-20,SEC forces oil companies to hold investor votes on emission targets
2021-03-21,Saudi Aramco sticks by $75bn dividend despite sharp profit fall
2021-03-22,Risky oil companies snap up $20bn in junk bond record
2021-03-23,Banks stand firm on calls for oil ‘supercycle’ even as price drops. Rights groups urge Chevron to stop payments to Myanmar oil company. Why Saudi Aramco is not just another super major
2021-03-24,Suez Canal blocked after container ship runs aground. Russian market valuation markdown reveals investor mistrust
2021-03-25,Canada supreme court upholds Trudeau’s carbon tax. The global implications of India’s oil spat with Saudi Arabia
2021-03-26,Canada supreme court upholds Trudeau’s carbon tax. The global implications of India’s oil spat with Saudi Arabia
2021-03-27,Mexican president moves to undo key energy reforms
2021-03-28,Mozambique attack threatens Africa’s biggest investment
2021-03-29,Abu Dhabi launches new oil futures as it targets Asian refiners. New Fortress gas deal raises clean energy yellow card. Colombia’s Ecopetrol seeks to reduce dependence on oil
2021-03-30,Gunvor joins clean energy push. Is it infrastructure week yet?. Methane pollution soars in US as shale drilling resumes. Russia seizes on Suez blockage to promote merits of Arctic route
2021-03-31,Saudi Arabia’s crown prince looks to Aramco to lead investment plan
2021-04-01,Opec+ agrees to increase oil production gradually from May. Biden rolls out his infrastructure plan. A new Harbour in oil’s storm?
2021-04-02,US oil producer Pioneer to buy rival DoublePoint for $6.4bn. Why are fossil fuel investors in the green for 2021?
2021-04-03,Filling up on food: oil majors spot retail opportunity as fuel sales slump
2021-04-04,Total rejects campaigners’ pressure to freeze payments to Myanmar junta
2021-04-05,Total rejects campaigners’ pressure to freeze payments to Myanmar junta
2021-04-06,"BP: focus energy on debt reduction, not buybacks. BP cuts debt load ahead of schedule"
2021-04-07,"Record surge in methane levels ‘surprising and disturbing’, say scientists. Norway’s oil fund makes first investment in renewable energy. Vitol made record profits during 2020 oil swings. US signals it still depends on cheap oil from abroad"
2021-04-08,"Record surge in methane levels ‘surprising and disturbing’, say scientists. Norway’s oil fund makes first investment in renewable energy. Vitol made record profits during 2020 oil swings. US signals it still depends on cheap oil from abroad"
2021-04-09,"Record surge in methane levels ‘surprising and disturbing’, say scientists. Norway’s oil fund makes first investment in renewable energy. Vitol made record profits during 2020 oil swings. US signals it still depends on cheap oil from abroad"
2021-04-10,Saudi Aramco raises $12.4bn from oil pipeline deal
2021-04-11,UAE’s Taqa seeks to shine with solar energy push
2021-04-12,A carbon registry leaves polluters with nowhere left to hide
2021-04-13,Biden’s $16bn hole-filling project. Biden oil clean-up plan slammed as bailout for fossil fuels
2021-04-14,IEA lifts oil demand forecast as outlook turns ‘decidedly’ brighter
2021-04-15,Paris agreement spells ‘terminal decline’ for oil prices. US oil drillers ‘dying on the vine’ on funding drought. Oil companies are now a more complex foe for environmentalists
2021-04-16,The new North Sea players riding the wake of the retreating majors. Fed urges Texas to ‘winterise’ grid after $130bn storm damage
2021-04-17,The new North Sea players riding the wake of the retreating majors. Fed urges Texas to ‘winterise’ grid after $130bn storm damage
2021-04-18,The new North Sea players riding the wake of the retreating majors. Fed urges Texas to ‘winterise’ grid after $130bn storm damage
2021-04-19,ExxonMobil proposes carbon storage plan for Texas port
2021-04-20,Carbon capture: planetary detox needs jump start from state. Turbocharging the US clean energy job market. Natural gas producer EQT backs Biden’s methane crackdown. Petrofac swings to full-year loss as sales slide
2021-04-21,Scotland faces up to life after oil
2021-04-22,Scotland faces up to life after oil
2021-04-23,Russia’s Sibur buys petrochemicals rival. Schlumberger optimistic over recovering oil demand
2021-04-24,Shipping looks to hydrogen as it seeks to ditch bunker fuel
2021-04-25,"Exxon faces ‘existential’ risk over fossil fuel focus, activist investor warns"
2021-04-26,Japan targets Vietnam for first Asean oil-sharing deal. BP targets US retail power market with cleaner fuel mix. Total/Mozambique: insurgents leave gas project stranded. Total declares force majeure on $20bn LNG project in Mozambique. Carbon capture eyes renewed backing despite past failures. Gas prospects lose steam as renewables gather pace
2021-04-27,Jeff Ubben: net-zero emission targets are ‘irresponsible’. BP commits to share buybacks after first-quarter earnings triple
2021-04-28,US Senate votes to restore methane rules for oil and gas sector. Saudi Aramco and India’s Reliance discuss cash and share stake deal
2021-04-29,Oil stocks: liquidity-fuelled rally will not last. Why some tribes want to keep a controversial US pipeline open. Total and Shell report jumps in profit
2021-04-30,Exxon and Chevron surge back to profit. Eni to float or sell stake in retail and renewables division. Methodist Church dumps Shell over ‘inadequate’ climate plans
2021-05-01,A commodity boom with a difference
2021-05-02,A commodity boom with a difference
2021-05-03,"Commodities price boom amplifies ‘supercycle’ talk. Epic vs Apple, Serbs fret over Chinese factory pollution. Most big investors sceptical over oil majors’ green ambitions"
2021-05-04,What Exxon and Chevron are doing with their new cash flow. Saudi Aramco’s quarterly earnings rise nearly a third. Ex-Tullow chief targets Africa assets as oil majors retreat
2021-05-05,What Exxon and Chevron are doing with their new cash flow. Saudi Aramco’s quarterly earnings rise nearly a third. Ex-Tullow chief targets Africa assets as oil majors retreat
2021-05-06,"How America’s biggest coal producer will tackle the energy transition. Biden’s drilling halt on federal land will benefit Middle East, says Wyoming governor"
2021-05-07,"How America’s biggest coal producer will tackle the energy transition. Biden’s drilling halt on federal land will benefit Middle East, says Wyoming governor"
2021-05-08,Cyber attack shuts major US pipeline system
2021-05-09,Cyber attack shuts major US pipeline system
2021-05-10,US opens debate over cyber ransom payments after pipeline hack. Iron ore hits record high as   commodities continue to boom. A very different kind of supercycle. Cyber attack sparks US effort to keep fuel lines open
2021-05-11,Climate activists bring legal challenge over UK oil and gas strategy. JPMorgan ordered to disclose US documents in Nigeria oil case. What you need to know about the Colonial Pipeline cyber attack. Colonial Pipeline: cyber attack draws attention to besieged US energy system
2021-05-12,BP dodges new climate target calls as activist pressure grows. Panic buying sends US petrol prices above $3 a gallon. Markets weigh prospect of new commodities supercycle. US petrol stations emptied by panic buying after pipeline hack. Clean tech offers breath of fresh air for carbon-reliant Canada. Canada’s oil dependence tests Trudeau’s green ambitions
2021-05-13,"Biden says ‘strong reason’ to believe pipeline hackers are in Russia. Colonial Pipeline back in action. CPI data stokes inflation fears, US worker shortage. Colonial pipeline resumes operations following ransomware attack"
2021-05-14,Hacking group tied to cyber attack on US pipeline said to have shut down. Private oil companies fall short on cutting flaring. Proxy adviser backs activist call for Exxon board overhaul
2021-05-15,Hacking group tied to cyber attack on US pipeline said to have shut down. Private oil companies fall short on cutting flaring. Proxy adviser backs activist call for Exxon board overhaul
2021-05-16,Cairn Energy sues Air India over $1.2bn arbitration award
2021-05-17,Tullow Oil secures future with $1.8bn refinancing. BP/natural gas: little flair and too much flaring
2021-05-18,"The IEA has delivered an overdue message. Brent crude hits $70 as traders bet on sustained revival in oil demand. Investors support Shell’s strategy for net-zero emissions despite backlash. Energy groups must stop new oil and gas projects to reach net zero by 2050, IEA says"
2021-05-19,Why the IEA is ‘calling time’ on the fossil fuel industry
2021-05-20,Exxon: a rebellion investors should back. Biden to waive Trump-era sanctions on operator of Russian pipeline. 6 takeaways from the IEA’s net-zero scenario
2021-05-21,Ukraine urges Congress to maintain sanctions on Nord Stream 2. Hackers target US infrastructure after digitisation on the cheap. How can the world get to net zero emissions by 2050?
2021-05-22,Ukraine urges Congress to maintain sanctions on Nord Stream 2. Hackers target US infrastructure after digitisation on the cheap. How can the world get to net zero emissions by 2050?
2021-05-23,Member countries push back against IEA’s net zero road map. High-profile hedge funds make bet on little-known oil company
2021-05-24,Cabot/Cimarex: drill down and this deal disappoints. ExxonMobil faces ‘winds of change’ as climate battle reaches boardroom. Latest US energy merger creates $17bn oil and gas group. The return of petrol politics
2021-05-25,Cabot/Cimarex: drill down and this deal disappoints. ExxonMobil faces ‘winds of change’ as climate battle reaches boardroom. Latest US energy merger creates $17bn oil and gas group. The return of petrol politics
2021-05-26,"Climate activists hail breakthrough victories over Exxon and Shell. Total and Chevron suspend gasfield dividends to Myanmar junta. Dutch court orders Shell to accelerate emissions cuts. ExxonMobil shareholders hand board seats to activist nominees. Oil producers face costly transition as world looks to net-zero future. NHS to share patient data, oil economies at risk in energy shift"
2021-05-27,"Hedge fund that beat ExxonMobil says it will have to cut oil output. Shell’s climate defeat: an omen for all corporate polluters?. Big Oil has learnt it needs to listen on climate change. Why Shell’s climate defeat matters. Big Oil’s Terrible, Horrible, No Good, Very Bad Day. Defeats for Big Oil mark ‘sea change’ in climate battle. Big oil companies face backlash on both sides of the Atlantic"
2021-05-28,Shell verdict sets scene for more corporate climate cases. Total/Exxon: a playbook for climate clashes. A turning point for Big Oil
2021-05-29,Shell verdict sets scene for more corporate climate cases. Total/Exxon: a playbook for climate clashes. A turning point for Big Oil
2021-05-30,US gas export projects pursue emissions cuts to assuage foreign buyers. How severe is the US labour shortage?
2021-05-31,Carbon credits/Singapore: great ape escape plan takes shape
2021-06-01,Oil prices rally as Opec+ producers agree slow supply increase. MBA graduates take on a green hue as fewer choose fossil fuel careers
2021-06-02,"A Scottish company’s battle to seize planes of India’s national airline. Biden suspends Arctic drilling rights sold in Trump’s last days as president. Tullow chair Dorothy Thompson to step down. Leon Black accused of rape, Djibouti’s success story"
2021-06-03,"The next stage in the Arctic drilling saga. Engine No 1, the giant-killing hedge fund, has big plans"
2021-06-04,"Abdulaziz bin Salman, the prince in charge of Saudi oil. Russia completes Nord Stream 2 route in face of western opposition"
2021-06-05,"Abdulaziz bin Salman, the prince in charge of Saudi oil. Russia completes Nord Stream 2 route in face of western opposition"
2021-06-06,"Abdulaziz bin Salman, the prince in charge of Saudi oil. Russia completes Nord Stream 2 route in face of western opposition"
2021-06-07,US says it recovered large portion of Colonial Pipeline ransom. Big Oil’s political clout wanes as governments embrace green energy
2021-06-08,Nigerians blame Shell for ‘community problems’ in Niger Delta. Big Oil stays the course after investors flex climate action muscle
2021-06-09,Keystone XL pipeline cancelled after Biden scraps US permit. Shell to speed up energy transition plan after Dutch court ruling
2021-06-10,Vitol set to take stake in Rosneft’s vast Arctic development. The US hydrogen moonshot. Trafigura reports record half-year profits of $2.1bn
2021-06-11,"Oil demand to surpass pre-pandemic levels by end of 2022, says IEA. US lifts some sanctions targeting Iran’s energy sector"
2021-06-12,Biden’s green push delivers boost to fossil fuel companies
2021-06-13,Biden’s green push delivers boost to fossil fuel companies
2021-06-14,Royal Dutch Shell: potential Permian sale is only a drill. Orsted chief warns on seabed leasing drought for wind farms. Ukraine ready to take action against Gazprom over central Asian gas
2021-06-15,"Mercuria pledges half its investments to energy transition. Oil likely to hit $100 a barrel, say top commodity traders. Climate activists launch fresh legal challenge to Norway’s Arctic drilling. The brewing fight between Big Oil and SEC"
2021-06-16,Carbon trading will drive emission cuts in commodity supply chains. Court blocks Biden’s pause on US oil and gas leases
2021-06-17,"Energy enters the US culture wars. Seven states, 3,000 miles: a trip across the US energy divide. South Korea’s SK accused of greenwashing after LNG U-turn"
2021-06-18,"Energy enters the US culture wars. Seven states, 3,000 miles: a trip across the US energy divide. South Korea’s SK accused of greenwashing after LNG U-turn"
2021-06-19,Oil bulls are dancing in the dark
2021-06-20,Saudis agree oil deal with Pakistan to counter Iran influence
2021-06-21,Saudis agree oil deal with Pakistan to counter Iran influence
2021-06-22,Pakistan’s Gwadar loses lustre as Saudis shift $10bn deal to Karachi
2021-06-23,Pakistan’s Gwadar loses lustre as Saudis shift $10bn deal to Karachi
2021-06-24,Why Mexico’s latest energy rule is likely to see a court challenge. Ambani’s Reliance appoints head of Saudi wealth fund to board. Russian supply curbs exacerbate squeeze on European gas market. Top commodity traders pile into the energy transition
2021-06-25,Why Mexico’s latest energy rule is likely to see a court challenge. Ambani’s Reliance appoints head of Saudi wealth fund to board. Russian supply curbs exacerbate squeeze on European gas market. Top commodity traders pile into the energy transition
2021-06-26,Why Mexico’s latest energy rule is likely to see a court challenge. Ambani’s Reliance appoints head of Saudi wealth fund to board. Russian supply curbs exacerbate squeeze on European gas market. Top commodity traders pile into the energy transition
2021-06-27,Biden’s climate credentials challenged by oil pipeline brawls
2021-06-28,Hurricane Energy’s debt restructuring rejected by High Court. Oil/Opec: new supply should cap prices below $100. US shale patch resists temptation for new drilling rush
2021-06-29,Why the shale recovery remains so sluggish
2021-06-30,Switzerland probes energy trader Gunvor over activities in Ecuador
2021-07-01,Opec delays decision on releasing more oil to market as prices climb. Lebanese businesses suffer as fuel crisis bites. Ukraine says Russian gas supply curbs to Europe are ‘blackmail’. What’s complicating Big Oil’s investment decisions?. Why Opec matters
2021-07-02,Opec talks end in deadlock over raising oil production
2021-07-03,Opec talks end in deadlock over raising oil production
2021-07-04,Opec impasse sees UAE ‘flexing its muscles’ against Saudi Arabia
2021-07-05,Mexico hands control of private oil find to state-owned Pemex. Opec delays decision on oil output for third time. ‘Clean hydrogen’ fund wins backing from Ineos
2021-07-06,"Why is Opec+ in turmoil when oil prices are elevated?. Oil hits three-year high after Opec+ abandons meeting. Rising use of trees and crops for energy fuels sustainability debate. A $140bn asset sale: the investors cashing in on Big Oil’s push to net zero. KKR pursues UK companies, Beijing targets US-listed tech groups"
2021-07-07,Shell: dividend dither sends muddled message. Saudi-UAE competition threatens to upend the GCC. Shell prepares to raise shareholder payouts. ‘Whatever it takes’: Jamie Dimon channels his inner dealmaker. The oil industry can grow old gracefully or leave a chaotic legacy. UAE-Saudi brinkmanship threatens Opec unity as oil prices soar
2021-07-08,‘The mother of all stress tests’: BP details Covid-19’s impact on energy. Cairn Energy freezes Indian state-owned properties in Paris. Opec ‘gets a pass to lift oil prices’ as hedging losses hobble US shale
2021-07-09,‘The mother of all stress tests’: BP details Covid-19’s impact on energy. Cairn Energy freezes Indian state-owned properties in Paris. Opec ‘gets a pass to lift oil prices’ as hedging losses hobble US shale
2021-07-10,Opec rift is a foretaste of things to come
2021-07-11,Opec rift is a foretaste of things to come
2021-07-12,Commodities dented by worries over Delta variant and China’s economy. Oil industry banker urges Houston to embrace clean energy
2021-07-13,"Opec is having to adapt to a new oil reality. BP takes full control of US fuel station business. Biden energy agenda on collision course with reality, shale banker says. IEA warns of economic recovery drag without higher Opec+ oil output"
2021-07-14,Brazil biofuel producer Raízen seeks to raise $1.34bn in IPO. UAE and Saudi Arabia close to oil output deal. Hydrogen backers confident of avoiding another false dawn. Death of the ‘mega pipeline’ forces rethink of oil and gas infrastructure
2021-07-15,How to decarbonise the transportation sector
2021-07-16,Exxon and Shell join Scottish carbon capture project
2021-07-17,European gas market braces for ruling on Morocco-Spain dispute
2021-07-18,Opec+ reaches deal to raise oil production
2021-07-19,"Norway’s prime minister says Oslo remains committed to oil and gas. US gas exporters face EU methane curbs after carbon tax reprieve. Opec+ production deal, the hunt for a coronavirus super vaccine"
2021-07-20,"BHP weighs sale of oil and gas assets in review of business options. US signals it is nearing deal with Germany on Nord Stream 2. Shell appeals against Dutch emissions order. Sliding US power emissions still lag Biden’s ambitions. Crisis-hit Oil Search rebuffs $16.1bn Santos merger approach. Biden will not back down on climate plans, says environmental agency chief. Shale executives receive bumper pay packets despite dismal returns"
2021-07-21,Saudi Aramco confirms data leak after $50m cyber ransom demand
2021-07-22,Floating offshore wind farms: a rich sea change may help oil majors. Why Europe needs to come together to pull off its green transition. British Gas profits more than double after colder first half. Big Oil’s sales spree to cut emissions may leave fossil fuel assets in weaker hands
2021-07-23,Oil trader Vitol hands top staff equivalent of $7m each
2021-07-24,Oil trader Vitol hands top staff equivalent of $7m each
2021-07-25,Oil trader Vitol hands top staff equivalent of $7m each
2021-07-26,US shale dealmaking wave is transforming the industry. Monster problem: Gorgon project is a test case for carbon capture
2021-07-27,UK gas users could face hydrogen levy on household bills. Why are natural gas prices so high?. Former Glencore trader pleads guilty to role in Nigeria bribery scheme
2021-07-28,UK gas users could face hydrogen levy on household bills. Why are natural gas prices so high?. Former Glencore trader pleads guilty to role in Nigeria bribery scheme
2021-07-29,Shell raises dividend and launches share buybacks after oil prices jump
2021-07-30,Two killed in suspected drone attack on tanker near Oman. Exxon plans no ‘huge shifts in strategy’ after losing board fight. Eni becomes latest energy major to raise dividend as prices jump. Gas crunch sends prices hurtling higher
2021-07-31,Two killed in suspected drone attack on tanker near Oman. Exxon plans no ‘huge shifts in strategy’ after losing board fight. Eni becomes latest energy major to raise dividend as prices jump. Gas crunch sends prices hurtling higher
2021-08-01,US and UK blame Iran for deadly tanker attack off Oman
2021-08-02,US government bonds rally after disappointing factory data. Oil Search accepts Santos merger offer to form top 20 oil company. Fossil fuel groups step up lobbying of SEC to dilute climate reporting rules
2021-08-03,Why Exxon and Chevron shareholders aren’t fazed by bumper profits. BP raises dividend and announces share buyback to win back investors
2021-08-04,Why Exxon and Chevron shareholders aren’t fazed by bumper profits. BP raises dividend and announces share buyback to win back investors
2021-08-05,Can Biden’s energy plans withstand the heat of his own party?. Why graduates don’t want careers in gas and oil
2021-08-06,Can Biden’s energy plans withstand the heat of his own party?. Why graduates don’t want careers in gas and oil
2021-08-07,Can Biden’s energy plans withstand the heat of his own party?. Why graduates don’t want careers in gas and oil
2021-08-08,Cenovus chief urges Trudeau to pay for greening of Canada’s oil sands. Saudi Aramco looks at raising production capacity as profits surge. Uganda pins hopes on burgeoning oil industry
2021-08-09,Oil slides as Delta worries dent outlook for Asia demand
2021-08-10,US stocks close at highs after Senate passes $1tn infrastructure bill. Big Oil’s cognitive dissonance on climate change. Gas crunch tests the old cure for higher prices
2021-08-11,BHP urged to run down not sell its fossil fuel assets. Back from brink Chesapeake buys shale rival Vine. CMA backs move to slash returns for energy network investors. End of the road for America's oil and gas pipelines?
2021-08-12,"US oil production: Texas may not be big enough to ram down prices. Sturgeon urges Johnson to ‘reassess’ North Sea oil project. IEA slashes oil demand forecast as Delta variant spreads. Biden to Opec: Drill, baby, drill. White House calls on Opec to boost oil production to contain fuel prices"
2021-08-13,"US oil production: Texas may not be big enough to ram down prices. Sturgeon urges Johnson to ‘reassess’ North Sea oil project. IEA slashes oil demand forecast as Delta variant spreads. Biden to Opec: Drill, baby, drill. White House calls on Opec to boost oil production to contain fuel prices"
2021-08-14,"US oil production: Texas may not be big enough to ram down prices. Sturgeon urges Johnson to ‘reassess’ North Sea oil project. IEA slashes oil demand forecast as Delta variant spreads. Biden to Opec: Drill, baby, drill. White House calls on Opec to boost oil production to contain fuel prices"
2021-08-15,Fuel tank explosion in northern Lebanon kills 28. US coal and oil demand on the rise again in blow to climate goals
2021-08-16,BHP/Woodside: awkward deal shows tide is going out on stranded assets. BHP edges towards oil and gas exit with Woodside merger talks
2021-08-17,Alberta’s oil producers hit record output but confront a dim future. BHP to shift main stock market listing from London to Sydney
2021-08-18,Norway’s oil fund propelled to 9% return by strong equity performance
2021-08-19,Norway’s oil fund propelled to 9% return by strong equity performance
2021-08-20,Norway’s oil fund propelled to 9% return by strong equity performance
2021-08-21,Norway’s oil fund propelled to 9% return by strong equity performance
2021-08-22,"Russia cannot use Nord Stream 2 pipeline as a ‘weapon’, Merkel says"
2021-08-23,Fire at Pemex offshore platform leaves five dead and cuts Mexican oil output. Campaigners push for ‘just transition’ for UK oil workers
2021-08-24,Wood Group: engineering a long pivot into green energy services. Wood Group suffers drop in revenue as investment decisions delayed. S&P warns BHP oil and gas exit threatens its credit rating
2021-08-25,Wood Group: engineering a long pivot into green energy services. Wood Group suffers drop in revenue as investment decisions delayed. S&P warns BHP oil and gas exit threatens its credit rating
2021-08-26,Pipeline groups attempt reinvention with carbon capture plans
2021-08-27,Pipeline groups attempt reinvention with carbon capture plans
2021-08-28,Pipeline groups attempt reinvention with carbon capture plans
2021-08-29,Pipeline groups attempt reinvention with carbon capture plans
